1952 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Napa, CA, Metropolitan Statistical Area",46603,490,15001,549,34,776,32.2,730,7,856
"Naples-Immokalee-Marco Island, FL, Metropolitan Statistical Area",6488,21,2659,884,27,815,41.0,538,42,2
"Nashville-Davidson--Murfreesboro--Franklin, TN, Metropolitan Statistical Area",597720,870,202591,53,898,22,33.9,706,15,512
"Natchez, MS-LA, Micropolitan Statistical Area",46654,491,14731,559,56,596,31.6,745,12,667
"Natchitoches, LA, Micropolitan Statistical Area",38144,383,14939,552,71,479,39.2,591,19,312
"New Bern, NC, Metropolitan Statistical Area",69820,608,18650,461,128,252,26.7,821,18,332
"New Castle, IN, Micropolitan Statistical Area",45505,475,15560,538,82,393,34.2,697,18,344
"New Castle, PA, Micropolitan Statistical Area",105120,716,62813,155,143,223,59.8,154,14,588
"New Haven-Milford, CT, Metropolitan Statistical Area",545784,867,354343,29,300,96,64.9,112,5,883
"New Orleans-Metairie, LA, Metropolitan Statistical Area",770190,884,423439,24,386,67,55.0,229,5,889
"New Philadelphia-Dover, OH, Micropolitan Statistical Area",70320,610,38049,257,139,228,54.1,250,20,260
"New Ulm, MN, Micropolitan Statistical Area",25895,231,23522,375,45,707,90.8,11,17,382
"New York-Newark-Jersey City, NY-NJ-PA, Metropolitan Statistical Area",13588870,908,8249529,1,4916,1,60.7,147,4,900
"Newberry, SC, Micropolitan Statistical Area",31771,317,16961,505,84,385,53.4,260,26,84
"Newport, OR, Micropolitan Statistical Area",21308,154,4199,861,41,730,19.7,878,19,281
"Newport, TN, Micropolitan Statistical Area",22991,186,9117,733,68,501,39.7,569,30,52
"Newton, IA, Micropolitan Statistical Area",32305,327,15299,540,60,561,47.4,383,19,314
"Niles-Benton Harbor, MI, Metropolitan Statistical Area",115702,732,43193,224,130,244,37.3,631,11,706
"Nogales, AZ, Micropolitan Statistical Area",9344,35,7224,798,7,895,77.3,37,7,853
"Norfolk, NE, Micropolitan Statistical Area",40130,413,25008,359,75,451,62.3,128,19,308
"North Platte, NE, Micropolitan Statistical Area",29562,286,13482,609,49,658,45.6,425,17,415
"North Port-Sarasota-Bradenton, FL, Metropolitan Statistical Area",63531,578,23801,374,89,360,37.5,627,14,565
"North Vernon, IN, Micropolitan Statistical Area",15250,77,6939,805,45,699,45.5,430,30,54
"North Wilkesboro, NC, Micropolitan Statistical Area",45243,473,21304,412,134,239,47.1,392,30,51
"Norwalk, OH, Micropolitan Statistical Area",39353,405,23040,384,64,530,58.5,173,16,441
"Norwich-New London, CT, Metropolitan Statistical Area",144821,769,76654,131,132,240,52.9,267,9,800
"Oak Harbor, WA, Micropolitan Statistical Area",11079,47,2177,889,16,866,19.6,879,14,544
"Ocala, FL, Metropolitan Statistical Area",38187,386,13334,613,72,473,34.9,686,19,295
"Ocean City, NJ, Metropolitan Statistical Area",37131,371,14667,563,60,563,39.5,574,16,448
"Odessa, TX, Metropolitan Statistical Area",42102,435,21081,417,45,708,50.1,317,11,734
"Ogden-Clearfield, UT, Metropolitan Statistical Area",136439,760,114435,96,31,797,83.9,25,2,902
"Ogdensburg-Massena, NY, Micropolitan Statistical Area",98897,701,51626,192,161,188,52.2,278,16,440
"Oil City, PA, Micropolitan Statistical Area",65328,587,30391,301,112,284,46.5,405,17,391
"Okeechobee, FL, Micropolitan Statistical Area",3454,4,1036,902,9,887,30.0,770,26,91
"Oklahoma City, OK, Metropolitan Statistical Area",486264,861,221301,48,648,32,45.5,429,13,605
"Olean, NY, Micropolitan Statistical Area",77901,637,41982,229,130,245,53.9,253,17,411
"Olympia-Tumwater, WA, Metropolitan Statistical Area",44884,467,11215,672,39,745,25.0,843,9,819
"Omaha-Council Bluffs, NE-IA, Metropolitan Statistical Area",444814,854,220577,49,468,52,49.6,329,11,741
"Oneonta, NY, Micropolitan Statistical Area",50763,523,19371,442,99,325,38.2,612,20,269
"Ontario, OR-ID, Micropolitan Statistical Area",35144,350,12321,640,56,600,35.1,682,16,463
"Opelousas, LA, Micropolitan Statistical Area",78476,639,55609,177,63,546,70.9,63,8,833
"Orangeburg, SC, Micropolitan Statistical Area",68726,602,19569,436,79,424,28.5,793,11,695
"Orlando-Kissimmee-Sanford, FL, Metropolitan Statistical Area",189579,794,70023,139,248,116,36.9,644,13,619
"Oshkosh-Neenah, WI, Metropolitan Statistical Area",91103,681,64275,153,80,414,70.6,67,9,816
"Oskaloosa, IA, Micropolitan Statistical Area",24672,215,10491,694,51,640,42.5,503,21,227
"Othello, WA, Micropolitan Statistical Area",6584,22,2640,885,19,852,40.1,557,29,56
"Ottawa, KS, Micropolitan Statistical Area",19928,135,8766,747,49,665,44.0,466,25,123
"Ottawa-Peru, IL, Micropolitan Statistical Area",143067,768,86465,121,205,140,60.4,151,14,553
"Ottumwa, IA, Micropolitan Statistical Area",57356,559,21748,402,94,339,37.9,615,16,433
"Owatonna, MN, Micropolitan Statistical Area",21155,151,14130,587,32,790,66.8,94,15,509
"Owensboro, KY, Metropolitan Statistical Area",73271,618,47957,205,154,199,65.5,106,21,215
"Owosso, MI, Micropolitan Statistical Area",45967,482,15230,541,66,508,33.1,718,14,550
"Oxford, MS, Micropolitan Statistical Area",22798,183,8377,758,58,586,36.7,647,25,110
"Oxford, NC, Micropolitan Statistical Area",31793,318,10850,686,46,690,34.1,698,14,541
"Oxnard-Thousand Oaks-Ventura, CA, Metropolitan Statistical Area",114647,730,51816,190,106,304,45.2,437,9,796
"Ozark, AL, Micropolitan Statistical Area",20828,145,10736,689,76,446,51.5,286,36,8
"Paducah, KY-IL, Micropolitan Statistical Area",78460,638,44058,218,181,156,56.2,211,23,154
"Pahrump, NV, Micropolitan Statistical Area",3101,3,507,907,5,899,16.3,898,16,453
"Palatka, FL, Micropolitan Statistical Area",23615,199,8723,749,57,593,36.9,643,24,129
"Palestine, TX, Micropolitan Statistical Area",31875,319,13655,605,66,511,42.8,495,21,224
"Palm Bay-Melbourne-Titusville, FL, Metropolitan Statistical Area",23653,202,9020,739,51,644,38.1,613,22,194
"Pampa, TX, Micropolitan Statistical Area",24728,216,15304,539,33,782,61.9,136,13,603
"Panama City, FL, Metropolitan Statistical Area",50149,518,16709,511,70,490,33.3,714,14,571
"Paragould, AR, Micropolitan Statistical Area",29149,279,12624,629,75,452,43.3,484,26,100
"Paris, TN, Micropolitan Statistical Area",23828,204,11511,666,74,459,48.3,357,31,39
"Paris, TX, Micropolitan Statistical Area",43033,447,12048,651,68,498,28.0,802,16,473
"Parkersburg-Vienna, WV, Metropolitan Statistical Area",71659,617,29683,306,160,190,41.4,527,22,172
"Parsons, KS, Micropolitan Statistical Area",29285,282,13761,601,70,486,47.0,396,24,137
"Payson, AZ, Micropolitan Statistical Area",24158,211,9237,729,33,786,38.2,609,14,585
"Pecos, TX, Micropolitan Statistical Area",11745,51,8700,750,20,846,74.1,46,17,397
"Pensacola-Ferry Pass-Brent, FL, Metropolitan Statistical Area",131260,749,48474,202,166,180,36.9,645,13,637
"Peoria, IL, Metropolitan Statistical Area",293593,836,117324,94,333,80,40.0,561,11,702
"Peru, IN, Micropolitan Statistical Area",28201,260,14269,579,63,544,50.6,303,22,171
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, Metropolitan Statistical Area",3972791,905,2158912,3,2519,3,54.3,245,6,875
"Phoenix-Mesa-Scottsdale, AZ, Metropolitan Statistical Area",374961,849,145848,72,341,78,38.9,597,9,802
"Picayune, MS, Micropolitan Statistical Area",20641,143,8789,744,46,694,42.6,501,22,173
"Pierre, SD, Micropolitan Statistical Area",12879,59,6513,818,29,803,50.6,304,23,168
"Pine Bluff, AR, Metropolitan Statistical Area",102110,709,26917,341,119,269,26.4,826,12,683
"Pinehurst-Southern Pines, NC, Micropolitan Statistical Area",33129,334,10065,707,80,417,30.4,766,24,128
"Pittsburg, KS, Micropolitan Statistical Area",40231,415,19043,452,74,460,47.3,384,18,329
"Pittsburgh, PA, Metropolitan Statistical Area",2581297,902,1541509,6,2397,4,59.7,157,9,794
"Pittsfield, MA, Metropolitan Statistical Area",132966,753,95408,109,126,254,71.8,56,9,778
"Plainview, TX, Micropolitan Statistical Area",28211,261,14699,560,54,613,52.1,279,19,286
"Platteville, WI, Micropolitan Statistical Area",41460,427,24732,363,88,369,59.7,159,21,208
"Plattsburgh, NY, Micropolitan Statistical Area",53622,543,38090,256,69,491,71.0,61,13,625
"Plymouth, IN, Micropolitan Statistical Area",29468,284,12588,630,73,465,42.7,498,25,121
"Pocatello, ID, Metropolitan Statistical Area",41745,432,25739,349,17,863,61.7,139,4,898
"Point Pleasant, WV-OH, Micropolitan Statistical Area",48447,506,11936,655,151,208,24.6,845,31,37
"Ponca City, OK, Micropolitan Statistical Area",48892,508,26353,346,90,356,53.9,252,18,326
"Pontiac, IL, Micropolitan Statistical Area",37809,377,21901,398,80,413,57.9,179,21,210
"Poplar Bluff, MO, Micropolitan Statistical Area",37707,376,8175,767,47,683,21.7,871,12,646
"Port Angeles, WA, Micropolitan Statistical Area",26396,237,6036,825,25,821,22.9,865,9,779
"Port Clinton, OH, Micropolitan Statistical Area",29469,285,15032,546,39,742,51.0,292,13,613
"Port Lavaca, TX, Micropolitan Statistical Area",9222,33,3422,873,18,859,37.1,638,20,268
"Port St. Lucie, FL, Metropolitan Statistical Area",27987,254,10728,690,44,713,38.3,606,16,479
"Portales, NM, Micropolitan Statistical Area",16409,83,7837,780,33,781,47.8,372,20,244
"Portland-South Portland, ME, Metropolitan Statistical Area",283653,830,124606,90,323,85,43.9,468,11,700
"Portland-Vancouver-Hillsboro, OR-WA, Metropolitan Statistical Area",766068,883,226818,44,687,30,29.6,776,9,811
"Portsmouth, OH, Micropolitan Statistical Area",82910,654,23351,378,104,308,28.2,800,13,643
"Pottsville, PA, Micropolitan Statistical Area",200577,797,139802,77,307,90,69.7,75,15,502
"Prescott, AZ, Metropolitan Statistical Area",24991,222,6818,809,45,700,27.3,812,18,345
"Price, UT, Micropolitan Statistical Area",24901,218,17534,485,19,854,70.4,69,8,849
"Prineville, OR, Micropolitan Statistical Area",8991,31,1273,900,11,881,14.2,904,12,660
"Providence-Warwick, RI-MA, Metropolitan Statistical Area",1173465,893,866590,10,740,26,73.8,48,6,877
"Provo-Orem, UT, Metropolitan Statistical Area",87893,668,58113,167,16,868,66.1,98,2,905
"Pueblo, CO, Metropolitan Statistical Area",90188,677,51654,191,65,522,57.3,190,7,858
"Pullman, WA, Micropolitan Statistical Area",32469,328,10313,699,78,433,31.8,742,24,131
"Punta Gorda, FL, Metropolitan Statistical Area",4286,7,1339,898,12,878,31.2,749,28,65
"Quincy, IL-MO, Micropolitan Statistical Area",75423,624,42008,228,144,222,55.7,219,19,289
"Racine, WI, Metropolitan Statistical Area",109585,723,66426,147,109,293,60.6,148,10,762
"Raleigh, NC, Metropolitan Statistical Area",233697,816,77749,129,346,77,33.3,715,15,523
"Rapid City, SD, Metropolitan Statistical Area",51086,527,20192,429,93,345,39.5,573,18,337
"Raymondville, TX, Micropolitan Statistical Area",20920,146,16999,503,21,841,81.3,30,10,757
"Reading, PA, Metropolitan Statistical Area",255740,821,157809,68,305,94,61.7,138,12,670
"Red Bluff, CA, Micropolitan Statistical Area",19276,126,4251,858,28,809,22.1,870,15,539
"Red Wing, MN, Micropolitan Statistical Area",32118,324,27631,330,68,496,86.0,19,21,209
"Redding, CA, Metropolitan Statistical Area",36413,363,5912,829,35,767,16.2,899,10,776
"Reno, NV, Metropolitan Statistical Area",50876,525,17409,490,33,787,34.2,696,6,868
"Rexburg, ID, Micropolitan Statistical Area",18507,111,14750,558,8,888,79.7,32,4,896
"Richmond, IN, Micropolitan Statistical Area",68566,601,20743,419,88,370,30.3,768,13,629
"Richmond, VA, Metropolitan Statistical Area",503817,863,204333,52,550,41,40.6,547,11,722
"Richmond-Berea, KY, Micropolitan Statistical Area",45104,471,20539,423,109,294,45.5,428,24,127
"Rio Grande City, TX, Micropolitan Statistical Area",13948,64,17749,476,6,898,127.3,3,4,897
"Riverside-San Bernardino-Ontario, CA, Metropolitan Statistical Area",451688,855,159388,65,484,50,35.3,678,11,733
"Riverton, WY, Micropolitan Statistical Area",19580,129,7859,779,31,793,40.1,556,16,472
"Roanoke Rapids, NC, Micropolitan Statistical Area",86809,664,20623,421,101,315,23.8,858,12,685
"Roanoke, VA, Metropolitan Statistical Area",177185,788,89313,114,306,93,50.4,306,17,387
"Rochelle, IL, Micropolitan Statistical Area",33429,336,14417,574,66,509,43.1,488,20,261
"Rochester, MN, Metropolitan Statistical Area",102195,710,58370,166,167,178,57.1,193,16,436
"Rochester, NY, Metropolitan Statistical Area",692831,878,430002,23,625,33,62.1,133,9,807
"Rock Springs, WY, Micropolitan Statistical Area",22017,166,17771,474,22,835,80.7,31,10,761
"Rockford, IL, Metropolitan Statistical Area",169455,785,70621,138,130,243,41.7,519,8,847
"Rockingham, NC, Micropolitan Statistical Area",39597,408,9714,720,57,592,24.5,846,14,546
"Rocky Mount, NC, Metropolitan Statistical Area",111553,724,25595,351,131,241,22.9,862,12,678
"Rolla, MO, Micropolitan Statistical Area",21504,157,8782,745,38,753,40.8,539,18,366
"Rome, GA, Metropolitan Statistical Area",62899,574,24747,361,93,343,39.3,580,15,525
"Roseburg, OR, Micropolitan Statistical Area",54549,552,11743,662,81,407,21.5,873,15,520
"Roswell, NM, Micropolitan Statistical Area",40605,416,17159,498,43,721,42.3,507,11,738
"Russellville, AR, Micropolitan Statistical Area",37348,374,11476,667,121,264,30.7,764,32,23
"Ruston, LA, Micropolitan Statistical Area",25782,230,12212,645,51,639,47.4,382,20,259
"Rutland, VT, Micropolitan Statistical Area",45905,480,26625,345,88,368,58.0,178,19,285
"Sacramento--Roseville--Arden-Arcade, CA, Metropolitan Statistical Area",375636,850,186296,56,290,100,49.6,328,8,844
"Safford, AZ, Micropolitan Statistical Area",12985,60,5778,832,14,874,44.5,452,11,728
"Saginaw, MI, Metropolitan Statistical Area",153515,775,87435,118,151,207,57.0,196,10,768
"Salem, OH, Micropolitan Statistical Area",98920,702,45963,209,148,213,46.5,406,15,515
"Salem, OR, Metropolitan Statistical Area",127718,746,44566,214,157,194,34.9,688,12,654
"Salina, KS, Micropolitan Statistical Area",40674,418,23067,383,69,493,56.7,201,17,399
"Salinas, CA, Metropolitan Statistical Area",130498,748,49486,200,99,326,37.9,614,8,850
"Salisbury, MD-DE, Metropolitan Statistical Area",144870,770,62765,156,416,62,43.3,483,29,58
"Salt Lake City, UT, Metropolitan Statistical Area",289531,834,205549,51,65,517,71.0,62,2,903
"San Angelo, TX, Metropolitan Statistical Area",60519,568,24661,365,66,513,40.7,541,11,724
"San Antonio-New Braunfels, TX, Metropolitan Statistical Area",603775,871,318945,34,389,66,52.8,270,6,870
"San Diego-Carlsbad, CA, Metropolitan Statistical Area",556808,868,189219,55,374,70,34.0,703,7,866
"San Francisco-Oakland-Hayward, CA, Metropolitan Statistical Area",2135934,901,859135,11,957,20,40.2,555,4,894
"San Jose-Sunnyvale-Santa Clara, CA, Metropolitan Statistical Area",304917,842,129041,87,205,139,42.3,506,7,865
"San Luis Obispo-Paso Robles-Arroyo Grande, CA, Metropolitan Statistical Area",51417,529,21873,399,64,534,42.5,502,12,647
"Sandpoint, ID, Micropolitan Statistical Area",14853,70,2836,882,22,833,19.1,886,15,522
"Sandusky, OH, Micropolitan Statistical Area",52565,534,26929,340,51,638,51.2,290,10,772
"Sanford, NC, Micropolitan Statistical Area",23522,198,6834,808,41,727,29.1,786,17,379
"Santa Cruz-Watsonville, CA, Metropolitan Statistical Area",66534,593,31409,295,68,495,47.2,388,10,750
"Santa Fe, NM, Metropolitan Statistical Area",38153,384,34251,279,26,816,89.8,12,7,864
"Santa Maria-Santa Barbara, CA, Metropolitan Statistical Area",98220,698,45023,213,77,439,45.8,419,8,838
"Santa Rosa, CA, Metropolitan Statistical Area",103405,711,40582,243,93,349,39.2,587,9,809
"Sault Ste. Marie, MI, Micropolitan Statistical Area",29206,280,14007,591,45,705,48.0,366,15,495
"Savannah, GA, Metropolitan Statistical Area",166579,784,65409,150,169,173,39.3,585,10,753
"Sayre, PA, Micropolitan Statistical Area",51722,531,17272,497,99,327,33.4,713,19,287
"Scottsbluff, NE, Micropolitan Statistical Area",38388,389,17372,491,64,537,45.3,432,17,412
"Scottsboro, AL, Micropolitan Statistical Area",38998,401,9030,738,82,402,23.2,860,21,213
"Scranton--Wilkes-Barre--Hazleton, PA, Metropolitan Statistical Area",666403,875,459643,21,648,31,69.0,81,10,770
"Searcy, AR, Micropolitan Statistical Area",38040,381,11048,677,103,310,29.0,787,27,78
"Seattle-Tacoma-Bellevue, WA, Metropolitan Statistical Area",1120448,892,335738,32,737,27,30.0,771,7,867
"Sebastian-Vero Beach, FL, Metropolitan Statistical Area",11872,52,4249,859,21,838,35.8,669,18,363
"Sebring, FL, Metropolitan Statistical Area",13636,63,5503,839,35,768,40.4,552,26,103
"Sedalia, MO, Micropolitan Statistical Area",31577,313,18016,467,76,448,57.1,194,24,130
"Selinsgrove, PA, Micropolitan Statistical Area",22912,184,14231,581,78,429,62.1,131,34,17
"Selma, AL, Micropolitan Statistical Area",56270,555,9986,709,51,642,17.7,892,9,804
"Seneca Falls, NY, Micropolitan Statistical Area",29253,281,12243,643,36,760,41.9,515,12,650
"Seneca, SC, Micropolitan Statistical Area",39050,402,17510,487,121,265,44.8,446,31,40
"Sevierville, TN, Micropolitan Statistical Area",23375,192,13794,599,80,412,59.0,163,34,13
"Seymour, IN, Micropolitan Statistical Area",28237,263,15901,532,77,436,56.3,208,27,75
"Shawano, WI, Micropolitan Statistical Area",35249,351,28972,314,90,355,82.2,29,26,107
"Shawnee, OK, Micropolitan Statistical Area",43517,454,22485,391,79,422,51.7,284,18,340
"Sheboygan, WI, Metropolitan Statistical Area",80631,647,57702,169,107,299,71.6,57,13,610
"Shelby, NC, Micropolitan Statistical Area",64357,582,36218,267,136,235,56.3,209,21,211
"Shelbyville, TN, Micropolitan Statistical Area",23627,201,9506,724,62,557,40.2,553,26,88
"Shelton, WA, Micropolitan Statistical Area",15022,74,3089,878,12,877,20.6,875,8,835
"Sheridan, WY, Micropolitan Statistical Area",20185,138,7792,781,20,843,38.6,602,10,764
"Sherman-Denison, TX, Metropolitan Statistical Area",70467,611,35286,274,116,273,50.1,316,16,425
"Show Low, AZ, Micropolitan Statistical Area",29446,283,11757,661,31,799,39.9,562,11,740
"Shreveport-Bossier City, LA, Metropolitan Statistical Area",276788,828,106859,100,326,84,38.6,601,12,676
"Sidney, OH, Micropolitan Statistical Area",28488,266,19492,438,55,608,68.4,84,19,280
"Sierra Vista-Douglas, AZ, Metropolitan Statistical Area",31488,309,12477,635,56,599,39.6,570,18,358
"Sikeston, MO, Micropolitan Statistical Area",32842,329,15061,544,56,595,45.9,418,17,396
"Silver City, NM, Micropolitan Statistical Area",21649,161,12271,642,21,840,56.7,202,10,773
"Sioux City, IA-NE-SD, Metropolitan Statistical Area",157491,778,91656,112,242,119,58.2,176,15,498
"Sioux Falls, SD, Metropolitan Statistical Area",104605,713,67303,145,188,151,64.3,117,18,348
"Snyder, TX, Micropolitan Statistical Area",22779,182,7761,783,35,765,34.1,700,15,499
"Somerset, KY, Micropolitan Statistical Area",38452,392,21357,410,116,274,55.5,220,30,48
"Somerset, PA, Micropolitan Statistical Area",81813,651,55127,178,211,136,67.4,91,26,98
"Sonora, CA, Micropolitan Statistical Area",12584,56,4463,854,15,871,35.5,675,12,672
"South Bend-Mishawaka, IN-MI, Metropolitan Statistical Area",233243,815,102452,103,212,134,43.9,469,9,803
"Spartanburg, SC, Metropolitan Statistical Area",181683,790,85049,122,308,88,46.8,401,17,401
"Spearfish, SD, Micropolitan Statistical Area",16648,88,11899,658,34,778,71.5,58,20,232
"Spencer, IA, Micropolitan Statistical Area",18103,101,7900,776,32,788,43.6,477,18,365
"Spirit Lake, IA, Micropolitan Statistical Area",12756,58,6108,823,24,824,47.9,368,19,298
"Spokane-Spokane Valley, WA, Metropolitan Statistical Area",247554,820,88176,116,232,124,35.6,670,9,789
"Springfield, IL, Metropolitan Statistical Area",141123,764,78823,128,177,164,55.9,214,13,644
"Springfield, MA, Metropolitan Statistical Area",455565,856,319357,33,293,99,70.1,72,6,871
"Springfield, MO, Metropolitan Statistical Area",158761,780,68561,142,319,86,43.2,486,20,245
"Springfield, OH, Metropolitan Statistical Area",111661,725,45174,212,115,278,40.5,551,10,745
"St. Cloud, MN, Metropolitan Statistical Area",86592,662,73414,135,134,238,84.8,21,15,492
"St. George, UT, Metropolitan Statistical Area",9836,37,2409,887,0,908,24.5,848,0,908
"St. Joseph, MO-KS, Metropolitan Statistical Area",127099,743,61188,157,223,127,48.1,362,18,375
"St. Louis, MO-IL, Metropolitan Statistical Area",1892883,900,1010951,8,1631,7,53.4,258,9,821
"St. Marys, GA, Micropolitan Statistical Area",7322,25,1542,895,20,845,21.1,874,27,73
"Starkville, MS, Micropolitan Statistical Area",24569,214,6890,806,40,733,28.0,801,16,439
"State College, PA, Metropolitan Statistical Area",65922,591,29235,310,156,196,44.3,456,24,141
"Statesboro, GA, Micropolitan Statistical Area",24740,217,6658,814,43,716,26.9,817,17,381
"Staunton-Waynesboro, VA, Metropolitan Statistical Area",66438,592,35368,272,162,184,53.2,264,24,124
"Steamboat Springs, CO, Micropolitan Statistical Area",8940,30,1014,904,11,882,11.3,907,12,651
"Stephenville, TX, Micropolitan Statistical Area",18434,108,8855,740,56,604,48.0,365,30,46
"Sterling, CO, Micropolitan Statistical Area",17187,93,9750,718,38,752,56.7,200,22,179
"Sterling, IL, Micropolitan Statistical Area",49336,510,27518,333,79,421,55.8,217,16,455
"Stevens Point, WI, Micropolitan Statistical Area",34858,346,29485,308,48,669,84.6,22,14,579
"Stillwater, OK, Micropolitan Statistical Area",46430,487,19155,450,54,621,41.3,534,12,686
"Stockton-Lodi, CA, Metropolitan Statistical Area",200750,798,72007,136,157,193,35.9,668,8,839
"Storm Lake, IA, Micropolitan Statistical Area",21113,150,14165,585,46,686,67.1,92,22,186
"Sturgis, MI, Micropolitan Statistical Area",35071,349,10938,682,58,582,31.2,750,17,419
"Sulphur Springs, TX, Micropolitan Statistical Area",23490,197,11233,671,75,455,47.8,370,32,26
"Summerville, GA, Micropolitan Statistical Area",21197,152,8143,769,58,576,38.4,604,27,72
"Summit Park, UT, Micropolitan Statistical Area",6745,24,5570,836,2,904,82.6,28,3,901
"Sumter, SC, Metropolitan Statistical Area",57634,561,17360,492,74,462,30.1,769,13,628
"Sunbury, PA, Micropolitan Statistical Area",117115,733,81333,127,181,155,69.4,77,15,494
"Susanville, CA, Micropolitan Statistical Area",18474,109,3642,872,19,850,19.7,877,10,746
"Sweetwater, TX, Micropolitan Statistical Area",19808,132,6685,810,23,829,33.7,708,12,687
"Syracuse, NY, Metropolitan Statistical Area",465114,858,247642,41,439,59,53.2,263,9,783
"Tahlequah, OK, Micropolitan Statistical Area",18989,119,4866,848,42,723,25.6,835,22,178
"Talladega-Sylacauga, AL, Micropolitan Statistical Area",75405,623,24795,360,173,168,32.9,721,23,157
"Tallahassee, FL, Metropolitan Statistical Area",103718,712,25344,354,123,259,24.4,849,12,674
"Tampa-St. Petersburg-Clearwater, FL, Metropolitan Statistical Area",436365,853,160205,63,446,57,36.7,648,10,749
"Taos, NM, Micropolitan Statistical Area",17146,91,14809,557,17,861,86.4,17,10,763
"Taylorville, IL, Micropolitan Statistical Area",38816,399,16889,508,62,559,43.5,479,16,459
"Terre Haute, IN, Metropolitan Statistical Area",172468,786,60929,160,308,89,35.3,677,18,352
"Texarkana, TX-AR, Metropolitan Statistical Area",106270,717,40144,245,200,144,37.8,616,19,297
"The Dalles, OR, Micropolitan Statistical Area",15552,78,4031,863,21,839,25.9,832,14,591
"The Villages, FL, Metropolitan Statistical Area",11330,48,3931,867,38,750,34.7,692,34,18
"Thomaston, GA, Micropolitan Statistical Area",25078,225,8030,773,36,758,32.0,734,14,551
"Thomasville, GA, Micropolitan Statistical Area",33932,340,14535,570,58,578,42.8,496,17,393
"Tiffin, OH, Micropolitan Statistical Area",52978,538,28836,316,71,480,54.4,243,13,597
"Tifton, GA, Micropolitan Statistical Area",22645,180,7882,777,35,764,34.8,690,15,493
"Toccoa, GA, Micropolitan Statistical Area",16647,87,9277,728,30,801,55.7,218,18,343
"Toledo, OH, Metropolitan Statistical Area",480736,860,224926,45,374,69,46.8,403,8,841
"Topeka, KS, Metropolitan Statistical Area",147623,773,64755,152,242,120,43.9,473,16,432
"Torrington, CT, Micropolitan Statistical Area",98872,700,61032,158,126,255,61.7,137,13,634
"Traverse City, MI, Micropolitan Statistical Area",50148,517,17750,475,89,364,35.4,676,18,360
"Trenton, NJ, Metropolitan Statistical Area",229781,812,148655,71,146,216,64.7,116,6,874
"Troy, AL, Micropolitan Statistical Area",30608,295,7334,795,45,696,24.0,855,15,530
"Truckee-Grass Valley, CA, Micropolitan Statistical Area",19888,133,6674,812,18,857,33.6,710,9,806
"Tucson, AZ, Metropolitan Statistical Area",141216,765,95266,110,109,290,67.5,90,8,845
"Tullahoma-Manchester, TN, Micropolitan Statistical Area",52428,533,14999,550,115,276,28.6,791,22,183
"Tulsa, OK, Metropolitan Statistical Area",422350,852,181008,59,562,39,42.9,494,13,606
"Tupelo, MS, Micropolitan Statistical Area",75447,625,40529,244,231,125,53.7,256,31,43
"Tuscaloosa, AL, Metropolitan Statistical Area",139273,761,45927,210,276,107,33.0,719,20,258
"Twin Falls, ID, Micropolitan Statistical Area",53059,540,23012,385,62,552,43.4,481,12,680
"Tyler, TX, Metropolitan Statistical Area",74701,621,27764,328,98,328,37.2,634,13,616
"Ukiah, CA, Micropolitan Statistical Area",40854,420,12030,652,50,649,29.4,778,12,659
"Union City, TN-KY, Micropolitan Statistical Area",42724,443,20261,428,119,270,47.4,381,28,67
"Urbana, OH, Micropolitan Statistical Area",26793,244,9906,713,44,714,37.0,642,16,429
"Utica-Rome, NY, Metropolitan Statistical Area",284262,831,174348,60,302,95,61.3,142,11,736
"Uvalde, TX, Micropolitan Statistical Area",16015,80,8624,752,22,836,53.8,254,14,581
"Valdosta, GA, Metropolitan Statistical Area",61025,570,17916,470,94,342,29.4,781,15,496
"Vallejo-Fairfield, CA, Metropolitan Statistical Area",104833,714,43513,222,65,523,41.5,525,6,878
"Valley, AL, Micropolitan Statistical Area",39528,406,16119,521,78,427,40.8,540,20,262
"Van Wert, OH, Micropolitan Statistical Area",26971,245,12508,634,70,487,46.4,410,26,94
"Vermillion, SD, Micropolitan Statistical Area",10993,46,5263,843,24,825,47.9,369,22,185
"Vernal, UT, Micropolitan Statistical Area",10300,40,7163,800,6,897,69.5,76,6,882
"Vernon, TX, Micropolitan Statistical Area",20552,142,11325,669,40,737,55.1,223,19,271
"Vicksburg, MS, Micropolitan Statistical Area",51560,530,18364,464,80,418,35.6,672,16,491
"Victoria, TX, Metropolitan Statistical Area",37460,375,24449,367,56,597,65.3,110,15,516
"Vidalia, GA, Micropolitan Statistical Area",25283,226,8512,755,66,515,33.7,709,26,90
"Vincennes, IN, Micropolitan Statistical Area",43415,452,21190,415,83,389,48.8,344,19,288
"Vineland-Bridgeton, NJ, Metropolitan Statistical Area",88597,673,41858,231,102,314,47.2,387,12,694
"Vineyard Haven, MA, Micropolitan Statistical Area",5633,14,4754,852,16,865,84.4,24,28,60
"Virginia Beach-Norfolk-Newport News, VA-NC, Metropolitan Statistical Area",699959,880,222600,47,561,40,31.8,741,8,834
"Visalia-Porterville, CA, Metropolitan Statistical Area",149264,774,46128,208,171,172,30.9,756,11,697
